address;source_location;insn;indent
0x1270;:0;ENDBR64;
0x1274;:0;PUSH	%R15;
0x1b81;:0;CMP	%ESI,%ECX;      (33) 
0x1b83;:0;JE	1c20 <main+0x9b0>;      (33) 
0x1b89;:0;ADD	$0x1,%RAX;      (33) 
0x1b8d;:0;ADD	$0x4,%RDX;      (33) 
0x1b91;:0;CMP	%EAX,%EDI;      (33) 
0x1b93;:0;JLE	208a <main+0xe1a>;      (33) 
0x1b99;:0;MOV	(%RDX),%ESI;      (33) 
0x1b9b;:0;CMP	%ESI,%ECX;      (33) 
0x1b9d;:0;JGE	1b78 <main+0x908>;      (33) 
0x1b9f;:0;SUB	$0x2,%EDI;    (31) 
0x1ba2;:0;MOV	%EAX,%EBX;    (31) 
0x1ba4;:0;MOVSXD	%EDI,%RSI;    (31) 
0x1ba7;:0;CMP	%EAX,%EDI;    (31) 
0x1ba9;:0;JL	1bd2 <main+0x962>;    (31) 
0x1bab;:0;NOPL	(%RAX,%RAX,1);    (31) 
0x1bb0;:0;MOV	(%R8,%RSI,4),%EDI;      (34) 
0x1bb4;:0;TEST	%EDI,%EDI;      (34) 
0x1bb6;:0;JS	1bca <main+0x95a>;      (34) 
0x1bb8;:0;MOVSD	(%R11,%RSI,8),%XMM1;      (34) 
0x1bbe;:0;MOVSD	%XMM1,0x8(%R11,%RSI,8);      (34) 
0x1bc5;:0;MOV	%EDI,0x4(%R8,%RSI,4);      (34) 
0x1bca;:0;SUB	$0x1,%RSI;      (34) 
0x1bce;:0;CMP	%ESI,%EBX;      (34) 
0x1bd0;:0;JLE	1bb0 <main+0x940>;      (34) 
0x1bd2;:0;LEA	(%R11,%RAX,8),%RAX;    (31) 
0x1bd6;:0;MOV	%ECX,(%RDX);    (31) 
0x1bd8;:0;MOVQ	$0,(%RAX);    (31) 
0x1bdf;:0;MOVSD	%XMM4,(%RAX);    (31) 
0x1be3;:0;MOV	(%R14,%R10,4),%EAX;    (31) 
0x1be7;:0;ADD	$0x1,%R9;    (31) 
0x1beb;:0;CMP	%R9D,%EAX;    (31) 
0x1bee;:0;JG	1b40 <main+0x8d0>;    (31) 
0x1bf4;:0;MOV	0x40(%RSP),%RDX;  (32) 
0x1bf9;:0;MOV	0x38(%RSP),%RCX;  (32) 
0x1bfe;:0;CMP	%EDX,%EAX;  (32) 
0x1c00;:0;JLE	1e52 <main+0xbe2>;  (32) 
0x1c06;:0;ADD	$0x1,%RDX;  (32) 
0x1c0a;:0;JMP	1af3 <main+0x883>;  (32) 
0x1c0f;:0;NOP;
0x1c10;:0;LEA	(%R11,%RAX,8),%RAX;    (31) 
0x1c14;:0;MOV	%ECX,(%RDX);    (31) 
0x1c16;:0;ADDSD	(%RAX),%XMM4;    (31) 
0x1c1a;:0;JMP	1bdf <main+0x96f>;    (31) 
0x1c1c;:0;NOPL	(%RAX);
0x1c20;:0;MOV	0x18(%RSP),%RBX;    (31) 
0x1c25;:0;LEA	(%R11,%RAX,8),%RAX;    (31) 
0x1c29;:0;ADDSD	(%RAX),%XMM4;    (31) 
0x1c2d;:0;ADDL	$0x1,(%RBX);    (31) 
0x1c30;:0;JMP	1bdf <main+0x96f>;    (31) 
0x1c32;:0;MOVDQA	0xd0(%RSP),%XMM1;  (22) 
0x1c3b;:0;PCMPEQD	%XMM0,%XMM0;  (22) 
0x1c3f;:0;MOVAPD	0x110(%RSP),%XMM7;  (22) 
0x1c48;:0;MOVAPD	0x120(%RSP),%XMM6;  (22) 
0x1c51;:0;PADDD	%XMM0,%XMM1;  (22) 
0x1c55;:0;MOVUPS	%XMM1,(%R13);  (22) 
0x1c5a;:0;MOVDQA	0xe0(%RSP),%XMM1;  (22) 
0x1c63;:0;MOVUPS	%XMM7,(%RBX);  (22) 
0x1c66;:0;MOVAPD	0x130(%RSP),%XMM7;  (22) 
0x1c6f;:0;MOVUPS	%XMM6,0x10(%RBX);  (22) 
0x1c73;:0;PADDD	%XMM0,%XMM1;  (22) 
0x1c77;:0;MOVAPD	0x140(%RSP),%XMM6;  (22) 
0x1c80;:0;PADDD	0xf0(%RSP),%XMM0;  (22) 
0x1c89;:0;MOVUPS	%XMM1,0x10(%R13);  (22) 
0x1c8e;:0;MOVUPS	%XMM7,0x20(%RBX);  (22) 
0x1c92;:0;MOVAPD	0x150(%RSP),%XMM7;  (22) 
0x1c9b;:0;MOVUPS	%XMM6,0x30(%RBX);  (22) 
0x1c9f;:0;MOVAPD	0x160(%RSP),%XMM6;  (22) 
0x1ca8;:0;MOVUPS	%XMM0,0x20(%R13);  (22) 
0x1cad;:0;MOVUPS	%XMM7,0x40(%RBX);  (22) 
0x1cb1;:0;MOVUPS	%XMM6,0x50(%RBX);  (22) 
0x1cb5;:0;JMP	1903 <main+0x693>;  (22) 
0x1cba;:0;MOVSD	%XMM10,0x168(%RSP);  (22) 
0x1cc4;:0;MOV	0x10(%RSP),%EAX;  (22) 
0x1cc8;:0;CMP	%EAX,%R15D;  (22) 
0x1ccb;:0;JNE	1cd7 <main+0xa67>;  (22) 
0x1ccd;:0;MOVSD	%XMM10,0x170(%RSP);  (22) 
0x1cd7;:0;MOVL	$0xd,0x80(%RSP);  (22) 
0x1ce2;:0;MOV	0x40(%RSP),%RAX;  (22) 
0x1ce7;:0;MOVL	$0xd,(%RAX);  (22) 
0x1ced;:0;MOV	$0xd,%EAX;  (22) 
0x1cf2;:0;JMP	180f <main+0x59f>;  (22) 
0x1cf7;:0;NOPW	(%RAX,%RAX,1);
0x1d00;:0;MOVSD	0x2b17(%RIP),%XMM10;  (22) 
0x1d09;:0;MOVSD	%XMM10,0x160(%RSP);  (22) 
0x1d13;:0;CMP	%R14D,%R15D;  (22) 
0x1d16;:0;JE	1cba <main+0xa4a>;  (22) 
0x1d18;:0;CMP	%ECX,%R15D;  (22) 
0x1d1b;:0;JNE	1cd7 <main+0xa67>;  (22) 
0x1d1d;:0;JMP	1ccd <main+0xa5d>;  (22) 
0x1d1f;:0;MOVSD	0x2af9(%RIP),%XMM0;  (22) 
0x1d27;:0;MOV	$0x1,%EAX;  (22) 
0x1d2c;:0;JMP	177e <main+0x50e>;  (22) 
0x1d31;:0;MOVSD	0x2ae7(%RIP),%XMM1;  (22) 
0x1d39;:0;MOV	$0x1,%EAX;  (22) 
0x1d3e;:0;JMP	1755 <main+0x4e5>;  (22) 
0x1d43;:0;MOVSD	0x2ad5(%RIP),%XMM2;  (22) 
0x1d4b;:0;MOV	$0x1,%EAX;  (22) 
0x1d50;:0;JMP	172c <main+0x4bc>;  (22) 
0x1d55;:0;MOVSD	0x2ac3(%RIP),%XMM3;  (22) 
0x1d5d;:0;MOV	$0x1,%EAX;  (22) 
0x1d62;:0;JMP	1703 <main+0x493>;  (22) 
0x1d67;:0;MOVSD	0x2ab1(%RIP),%XMM4;  (22) 
0x1d6f;:0;MOV	$0x1,%EAX;  (22) 
0x1d74;:0;JMP	16dd <main+0x46d>;  (22) 
0x1d79;:0;MOVSD	0x2a9f(%RIP),%XMM5;  (22) 
0x1d81;:0;MOV	$0x1,%EAX;  (22) 
0x1d86;:0;JMP	16bb <main+0x44b>;  (22) 
0x1d8b;:0;MOVSD	0x60(%RSP),%XMM6;  (22) 
0x1d91;:0;MOV	$0x1,%EAX;  (22) 
0x1d96;:0;JMP	1699 <main+0x429>;  (22) 
0x1d9b;:0;MOVSD	0x60(%RSP),%XMM7;  (22) 
0x1da1;:0;MOV	$0x1,%EAX;  (22) 
0x1da6;:0;JMP	1676 <main+0x406>;  (22) 
0x1dab;:0;MOVSD	0x60(%RSP),%XMM8;  (22) 
0x1db2;:0;MOV	$0x1,%EAX;  (22) 
0x1db7;:0;JMP	1652 <main+0x3e2>;  (22) 
0x1dbc;:0;MOVSD	0x60(%RSP),%XMM9;  (22) 
0x1dc3;:0;MOV	$0x1,%EAX;  (22) 
0x1dc8;:0;JMP	162d <main+0x3bd>;  (22) 
0x1dcd;:0;MOVSD	0x10(%RSP),%XMM6;  (22) 
0x1dd3;:0;MOVSXD	%R14D,%RDX;  (22) 
0x1dd6;:0;ADD	$0x1,%R14D;  (22) 
0x1dda;:0;MOV	%EAX,0xd0(%RSP,%RDX,4);  (22) 
0x1de1;:0;MOVSD	%XMM6,0x110(%RSP,%RDX,8);  (22) 
0x1dea;:0;JMP	14b8 <main+0x248>;  (22) 
0x1def;:0;MOVSD	0x10(%RSP),%XMM7;  (22) 
0x1df5;:0;MOV	%EAX,0xd4(%RSP);  (22) 
0x1dfc;:0;MOV	$0x2,%R14D;  (22) 
0x1e02;:0;MOVSD	%XMM7,0x118(%RSP);  (22) 
0x1e0b;:0;JMP	14b8 <main+0x248>;  (22) 
0x1e10;:0;MOVSD	0x10(%RSP),%XMM7;  (22) 
0x1e16;:0;MOV	%EAX,0xdc(%RSP);  (22) 
0x1e1d;:0;MOV	$0x4,%R14D;  (22) 
0x1e23;:0;MOVSD	%XMM7,0x128(%RSP);  (22) 
0x1e2c;:0;JMP	14b8 <main+0x248>;  (22) 
0x1e31;:0;MOVSD	0x10(%RSP),%XMM7;  (22) 
0x1e37;:0;MOV	%EAX,0xd8(%RSP);  (22) 
0x1e3e;:0;MOV	$0x3,%R14D;  (22) 
0x1e44;:0;MOVSD	%XMM7,0x120(%RSP);  (22) 
0x1e4d;:0;JMP	14b8 <main+0x248>;  (22) 
0x1e52;:0;MOV	0x58(%RSP),%R13D;(12) 
0x1e57;:0;MULSD	%XMM0,%XMM3;(12) 
0x1e5b;:0;ADD	$0x1,%R10;(12) 
0x1e5f;:0;ADD	$0x38,%R15;(12) 
0x1e63;:0;ADD	$0x70,%RBP;(12) 
0x1e67;:0;CMP	%R10D,0x54(%RSP);(12) 
0x1e6c;:0;JG	1add <main+0x86d>;(12) 
0x1e72;:0;MOVSXD	0x60(%RSP),%RAX;
0x1e77;:0;MOV	%RAX,0x10(%RSP);
0x1e7c;:0;MOV	%RAX,%R14;
0x1e7f;:0;CMP	$0x1,%R13D;
0x1e83;:0;JLE	2266 <main+0xff6>;
0x1e89;:0;MOV	0x30(%RSP),%RBX;
0x1e8e;:0;MOV	0x10(%RSP),%RDI;
0x1e93;:0;MOV	(%RBX),%EDX;
0x1e95;:0;MOV	%RBX,%RAX;
0x1e98;:0;LEA	(%RBX,%RDI,4),%RCX;
0x1e9c;:0;ADD	0x4(%RAX),%EDX;(21) 
0x1e9f;:0;ADD	$0x4,%RAX;(21) 
0x1ea3;:0;MOV	%EDX,(%RAX);(21) 
0x1ea5;:0;CMP	%RAX,%RCX;(21) 
0x1ea8;:0;JNE	1e9c <main+0xc2c>;(21) 
0x1eaa;:0;MOV	%R14D,0x40(%RSP);
0x1eaf;:0;MOV	0x70(%RSP),%RDX;
0x1eb4;:0;XOR	%R12D,%R12D;
0x1eb7;:0;MOV	%R13D,0x54(%RSP);
0x1ebc;:0;MOV	0x78(%RSP),%RCX;
0x1ec1;:0;MOV	0x20(%RSP),%RAX;(18) 
0x1ec6;:0;XOR	%R9D,%R9D;(18) 
0x1ec9;:0;MOV	(%RAX,%R12,4),%EAX;(18) 
0x1ecd;:0;TEST	%R12,%R12;(18) 
0x1ed0;:0;JE	1edf <main+0xc6f>;(18) 
0x1ed2;:0;MOV	0x30(%RSP),%RBX;(18) 
0x1ed7;:0;MOV	%EAX,%R9D;(18) 
0x1eda;:0;SUB	-0x4(%RBX,%R12,4),%R9D;(18) 
0x1edf;:0;MOV	0x20(%RSP),%RBX;(18) 
0x1ee4;:0;MOV	0x4(%RBX,%R12,4),%EDI;(18) 
0x1ee9;:0;MOV	0x30(%RSP),%RBX;(18) 
0x1eee;:0;SUB	(%RBX,%R12,4),%EDI;(18) 
0x1ef2;:0;CMP	%R9D,%EDI;(18) 
0x1ef5;:0;JLE	206f <main+0xdff>;(18) 
0x1efb;:0;MOV	%EDI,%R8D;(18) 
0x1efe;:0;SUB	%R9D,%R8D;(18) 
0x1f01;:0;LEA	-0x1(%R8),%ESI;(18) 
0x1f05;:0;CMP	$0x2,%ESI;(18) 
0x1f08;:0;MOVSXD	%R9D,%RSI;(18) 
0x1f0b;:0;JBE	2228 <main+0xfb8>;(18) 
0x1f11;:0;LEA	(,%RSI,4),%RBX;(18) 
0x1f19;:0;MOVSXD	%EAX,%R11;(18) 
0x1f1c;:0;MOV	%R8D,%R10D;(18) 
0x1f1f;:0;MOV	%RBX,%R14;(18) 
0x1f22;:0;LEA	0x1(%R11),%R15;(18) 
0x1f26;:0;LEA	(%R10,%RSI,1),%RBX;(18) 
0x1f2a;:0;LEA	(%RDX,%R14,1),%RBP;(18) 
0x1f2e;:0;MOV	%R14,0x18(%RSP);(18) 
0x1f33;:0;LEA	(,%R15,4),%R13;(18) 
0x1f3b;:0;MOV	%RBP,(%RSP);(18) 
0x1f3f;:0;LEA	(,%RSI,8),%RBP;(18) 
0x1f47;:0;LEA	(,%R15,8),%R14;(18) 
0x1f4f;:0;MOV	%RBP,0x38(%RSP);(18) 
0x1f54;:0;LEA	(%RDX,%RBX,4),%R15;(18) 
0x1f58;:0;ADD	%RCX,%RBP;(18) 
0x1f5b;:0;LEA	(%RCX,%RBX,8),%RBX;(18) 
0x1f5f;:0;CMP	%R15,%RBP;(18) 
0x1f62;:0;SETAE	%R15B;(18) 
0x1f66;:0;CMP	%RBX,(%RSP);(18) 
0x1f6a;:0;SETAE	%BL;(18) 
0x1f6d;:0;OR	%R15B,%BL;(18) 
0x1f70;:0;JE	222e <main+0xfbe>;(18) 
0x1f76;:0;MOV	0x38(%RSP),%R15;(18) 
0x1f7b;:0;MOV	0x18(%RSP),%RBX;(18) 
0x1f80;:0;SUB	%R14,%R15;(18) 
0x1f83;:0;CMP	$0x10,%R15;(18) 
0x1f87;:0;SETA	%R15B;(18) 
0x1f8b;:0;SUB	%R13,%RBX;(18) 
0x1f8e;:0;CMP	$0x8,%RBX;(18) 
0x1f92;:0;SETA	%BL;(18) 
0x1f95;:0;TEST	%BL,%R15B;(18) 
0x1f98;:0;JE	222e <main+0xfbe>;(18) 
0x1f9e;:0;MOV	%R8D,%R10D;(18) 
0x1fa1;:0;LEA	-0x8(%RCX,%R14,1),%R11;(18) 
0x1fa6;:0;LEA	-0x4(%RDX,%R13,1),%RBX;(18) 
0x1fab;:0;XOR	%ESI,%ESI;(18) 
0x1fad;:0;SHR	$0x2,%R10D;(18) 
0x1fb1;:0;SAL	$0x4,%R10;(18) 
0x1fb5;:0;MOVUPD	0x10(%R11,%RSI,2),%XMM0;  (20) 
0x1fbc;:0;MOVUPD	(%R11,%RSI,2),%XMM7;  (20) 
0x1fc2;:0;MOVDQU	(%RBX,%RSI,1),%XMM6;  (20) 
0x1fc7;:0;MOV	(%RSP),%R15;  (20) 
0x1fcb;:0;MOVUPS	%XMM7,(%RBP,%RSI,2);  (20) 
0x1fd0;:0;MOVUPS	%XMM0,0x10(%RBP,%RSI,2);  (20) 
0x1fd5;:0;MOVUPS	%XMM6,(%R15,%RSI,1);  (20) 
0x1fda;:0;ADD	$0x10,%RSI;  (20) 
0x1fde;:0;CMP	%RSI,%R10;  (20) 
0x1fe1;:0;JNE	1fb5 <main+0xd45>;  (20) 
0x1fe3;:0;MOV	%R8D,%ESI;(18) 
0x1fe6;:0;AND	$-0x4,%ESI;(18) 
0x1fe9;:0;ADD	%ESI,%EAX;(18) 
0x1feb;:0;ADD	%R9D,%ESI;(18) 
0x1fee;:0;AND	$0x3,%R8B;(18) 
0x1ff2;:0;JE	206f <main+0xdff>;(18) 
0x1ff4;:0;MOVSXD	%EAX,%R9;(18) 
0x1ff7;:0;MOVSXD	%ESI,%R8;(18) 
0x1ffa;:0;ADD	$0x1,%EAX;(18) 
0x1ffd;:0;MOVSD	(%RCX,%R9,8),%XMM0;(18) 
0x2003;:0;MOV	(%RDX,%R9,4),%R9D;(18) 
0x2007;:0;MOVSD	%XMM0,(%RCX,%R8,8);(18) 
0x200d;:0;MOV	%R9D,(%RDX,%R8,4);(18) 
0x2011;:0;LEA	0x1(%RSI),%R8D;(18) 
0x2015;:0;CMP	%R8D,%EDI;(18) 
0x2018;:0;JLE	206f <main+0xdff>;(18) 
0x201a;:0;CLTQ;(18) 
0x201c;:0;MOVSXD	%R8D,%R8;(18) 
0x201f;:0;ADD	$0x2,%ESI;(18) 
0x2022;:0;MOVSD	(%RCX,%RAX,8),%XMM0;(18) 
0x2027;:0;LEA	(,%RAX,8),%RBX;(18) 
0x202f;:0;LEA	(,%RAX,4),%R10;(18) 
0x2037;:0;MOV	(%RDX,%RAX,4),%EAX;(18) 
0x203a;:0;LEA	(,%R8,8),%R11;(18) 
0x2042;:0;LEA	(,%R8,4),%R9;(18) 
0x204a;:0;MOVSD	%XMM0,(%RCX,%R8,8);(18) 
0x2050;:0;MOV	%EAX,(%RDX,%R8,4);(18) 
0x2054;:0;CMP	%ESI,%EDI;(18) 
0x2056;:0;JLE	206f <main+0xdff>;(18) 
0x2058;:0;MOVSD	0x8(%RCX,%RBX,1),%XMM0;(18) 
0x205e;:0;MOV	0x4(%RDX,%R10,1),%EAX;(18) 
0x2063;:0;MOVSD	%XMM0,0x8(%RCX,%R11,1);(18) 
0x206a;:0;MOV	%EAX,0x4(%RDX,%R9,1);(18) 
0x206f;:0;MOV	0x10(%RSP),%RBX;(18) 
0x2074;:0;LEA	0x1(%R12),%RAX;(18) 
0x2079;:0;CMP	%RBX,%R12;(18) 
0x207c;:0;JE	28d3 <main+0x1663>;(18) 
0x2082;:0;MOV	%RAX,%R12;(18) 
0x2085;:0;JMP	1ec1 <main+0xc51>;(18) 
0x208a;:0;MOV	$0x2,%EDI;
0x208f;:0;MOV	%R10D,%EDX;
0x2092;:0;LEA	0x2017(%RIP),%RSI;
0x2099;:0;XOR	%EAX,%EAX;
0x209b;:0;CALL	1170 <.plt.sec@start+0x60>;
0x20a0;:0;MOV	$0x1,%EDI;
0x20a5;:0;CALL	1190 <.plt.sec@start+0x80>;
0x20aa;:0;MOVSD	0x10(%RSP),%XMM7;(23) 
0x20b0;:0;MOV	%EAX,0xe4(%RSP);(23) 
0x20b7;:0;MOV	$0x6,%R14D;(23) 
0x20bd;:0;MOVSD	%XMM7,0x138(%RSP);(23) 
0x20c6;:0;JMP	14b8 <main+0x248>;(23) 
0x20cb;:0;MOVSD	0x10(%RSP),%XMM7;  (22) 
0x20d1;:0;MOV	%EAX,0xe0(%RSP);  (22) 
0x20d8;:0;MOV	$0x5,%R14D;  (22) 
0x20de;:0;MOVSD	%XMM7,0x130(%RSP);  (22) 
0x20e7;:0;JMP	14b8 <main+0x248>;  (22) 
0x20ec;:0;MOVSD	0x10(%RSP),%XMM6;  (22) 
0x20f2;:0;MOV	%EAX,0xf0(%RSP);  (22) 
0x20f9;:0;MOV	$0x9,%R14D;  (22) 
0x20ff;:0;MOVSD	%XMM6,0x150(%RSP);  (22) 
0x2108;:0;JMP	14b8 <main+0x248>;  (22) 
0x210d;:0;MOVSD	0x10(%RSP),%XMM7;  (22) 
0x2113;:0;MOV	%EAX,0xec(%RSP);  (22) 
0x211a;:0;MOV	$0x8,%R14D;  (22) 
0x2120;:0;MOVSD	%XMM7,0x148(%RSP);  (22) 
0x2129;:0;JMP	14b8 <main+0x248>;  (22) 
0x212e;:0;MOVSD	0x10(%RSP),%XMM6;  (22) 
0x2134;:0;MOV	%EAX,0xe8(%RSP);  (22) 
0x213b;:0;MOV	$0x7,%R14D;  (22) 
0x2141;:0;MOVSD	%XMM6,0x140(%RSP);  (22) 
0x214a;:0;JMP	14b8 <main+0x248>;  (22) 
0x214f;:0;MOVSD	0x10(%RSP),%XMM7;  (22) 
0x2155;:0;MOV	%EAX,0xf4(%RSP);  (22) 
0x215c;:0;MOV	$0xa,%R14D;  (22) 
0x2162;:0;MOVSD	%XMM7,0x158(%RSP);  (22) 
0x216b;:0;JMP	14b8 <main+0x248>;  (22) 
0x2170;:0;MOVSD	0x10(%RSP),%XMM7;  (22) 
0x2176;:0;MOV	%EAX,0xfc(%RSP);  (22) 
0x217d;:0;MOV	$0xc,%R14D;  (22) 
0x2183;:0;MOVSD	%XMM7,0x168(%RSP);  (22) 
0x218c;:0;JMP	14b8 <main+0x248>;  (22) 
0x2191;:0;MOVSD	0x10(%RSP),%XMM6;  (22) 
0x2197;:0;MOV	%EAX,0xf8(%RSP);  (22) 
0x219e;:0;MOV	$0xb,%R14D;  (22) 
0x21a4;:0;MOVSD	%XMM6,0x160(%RSP);  (22) 
0x21ad;:0;JMP	14b8 <main+0x248>;  (22) 
0x21b2;:0;MOV	0x20(%RSP),%RAX;
0x21b7;:0;XOR	%EDI,%EDI;
0x21b9;:0;MOVSXD	%R13D,%RBX;
0x21bc;:0;MOV	%EDI,(%RAX);
0x21be;:0;MOV	0x20(%RSP),%RAX;(25) 
0x21c3;:0;MOV	(%RAX,%RBX,4),%EBX;(25) 
0x21c6;:0;SUB	$0x1,%EBX;(25) 
0x21c9;:0;CMP	%EBX,%R12D;(25) 
0x21cc;:0;JL	2c7f <main+0x1a0f>;(25) 
0x21d2;:0;MOV	0x54(%RSP),%EBX;(25) 
0x21d6;:0;PXOR	%XMM1,%XMM1;(25) 
0x21da;:0;MOVSD	0x2666(%RIP),%XMM0;(25) 
0x21e2;:0;CVTSI2SD	%EBX,%XMM1;(25) 
0x21e6;:0;DIVSD	%XMM1,%XMM0;(25) 
0x21ea;:0;CALL	11c0 <.plt.sec@start+0xb0>;(25) 
0x21ef;:0;TEST	%EBX,%EBX;(25) 
0x21f1;:0;JG	1a97 <main+0x827>;(25) 
0x21f7;:0;MOVSD	0x2629(%RIP),%XMM6;
0x21ff;:0;MOVSD	%XMM6,0x28(%RSP);
0x2205;:0;JMP	226c <main+0xffc>;
0x2207;:0;CMP	$-0x1,%ECX;
0x220a;:0;JL	21b2 <main+0xf42>;
0x220c;:0;MOVSXD	%R13D,%RBX;
0x220f;:0;MOV	0x20(%RSP),%RDI;
0x2214;:0;XOR	%ESI,%ESI;
0x2216;:0;LEA	0x4(,%RBX,4),%RDX;
0x221e;:0;CALL	1160 <.plt.sec@start+0x50>;
0x2223;:0;JMP	19df <main+0x76f>;
0x2228;:0;MOVSXD	%EAX,%R11;(18) 
0x222b;:0;MOV	%R8D,%R10D;(18) 
0x222e;:0;LEA	(%RCX,%RSI,8),%R8;(18) 
0x2232;:0;SAL	$0x2,%R10;(18) 
0x2236;:0;LEA	(%RCX,%R11,8),%R9;(18) 
0x223a;:0;XOR	%EAX,%EAX;(18) 
0x223c;:0;LEA	(%RDX,%R11,4),%RDI;(18) 
0x2240;:0;LEA	(%RDX,%RSI,4),%RSI;(18) 
0x2244;:0;MOVSD	(%R9,%RAX,2),%XMM0;  (19) 
0x224a;:0;MOV	(%RDI,%RAX,1),%R11D;  (19) 
0x224e;:0;MOVSD	%XMM0,(%R8,%RAX,2);  (19) 
0x2254;:0;MOV	%R11D,(%RSI,%RAX,1);  (19) 
0x2258;:0;ADD	$0x4,%RAX;  (19) 
0x225c;:0;CMP	%RAX,%R10;  (19) 
0x225f;:0;JNE	2244 <main+0xfd4>;  (19) 
0x2261;:0;JMP	206f <main+0xdff>;(18) 
0x2266;:0;JE	1eaa <main+0xc3a>;
0x226c;:0;MOV	0x3e3d(%RIP),%RAX;
0x2273;:0;MOV	0x3dd7(%RIP),%EDX;
0x2279;:0;MOV	0x3e38(%RIP),%R11;
0x2280;:0;MOV	%RAX,0x18(%RSP);
0x2285;:0;MOV	0x3dc1(%RIP),%EAX;
0x228b;:0;SUB	0x3dc3(%RIP),%EDX;
0x2291;:0;JS	22c1 <main+0x1051>;
0x2293;:0;MOV	0x18(%RSP),%RBX;
0x2298;:0;MOVSXD	%EDX,%RDX;
0x229b;:0;LEA	0x4(%RBX),%RCX;
0x229f;:0;LEA	0x8(%RBX,%RDX,4),%RDI;
0x22a4;:0;MOVSXD	-0x4(%RCX),%RDX;(15) 
0x22a8;:0;CMP	(%RCX),%EDX;(15) 
0x22aa;:0;JGE	22b8 <main+0x1048>;(15) 
0x22ac;:0;SUB	%EAX,(%R11,%RDX,4);  (16) 
0x22b0;:0;ADD	$0x1,%RDX;  (16) 
0x22b4;:0;CMP	%EDX,(%RCX);  (16) 
0x22b6;:0;JG	22ac <main+0x103c>;  (16) 
0x22b8;:0;ADD	$0x4,%RCX;(15) 
0x22bc;:0;CMP	%RCX,%RDI;(15) 
0x22bf;:0;JNE	22a4 <main+0x1034>;(15) 
0x22c1;:0;MOV	0x3db8(%RIP),%RBP;
0x22c8;:0;MOVSD	0x2558(%RIP),%XMM1;
0x22d0;:0;LEA	0x927c0(%RBP),%RBX;
0x22d7;:0;MOV	%RBP,%R15;
0x22da;:0;UNPCKLPD	%XMM1,%XMM1;
0x22de;:0;MOV	%RBP,%RDX;
0x22e1;:0;MOV	%RBX,0x10(%RSP);
0x22e6;:0;MOVUPS	%XMM1,(%RDX);(14) 
0x22e9;:0;ADD	$0x20,%RDX;(14) 
0x22ed;:0;MOVUPS	%XMM1,-0x10(%RDX);(14) 
0x22f1;:0;CMP	%RDX,0x10(%RSP);(14) 
0x22f6;:0;JNE	22e6 <main+0x1076>;(14) 
0x22f8;:0;MOVSD	0x28(%RSP),%XMM7;
0x22fe;:0;MOV	0x3d44(%RIP),%EBX;
0x2304;:0;MOV	0x3d7d(%RIP),%R8;
0x230b;:0;MOV	0x3d5e(%RIP),%R13;
0x2312;:0;MOV	0x3d4f(%RIP),%RCX;
0x2319;:0;MOV	0x3d58(%RIP),%R12;
0x2320;:0;MOVSD	%XMM7,0x927c0(%RBP);
0x2328;:0;MOV	0x3d31(%RIP),%R9;
0x232f;:0;SUB	%EAX,%EBX;
0x2331;:0;JS	2ce4 <main+0x1a74>;
0x2337;:0;MOVSXD	%EBX,%RAX;
0x233a;:0;LEA	0x8(,%RAX,8),%R14;
0x2342;:0;LEA	(%RCX,%R14,1),%RDI;
0x2346;:0;LEA	(%R13,%R14,1),%RAX;
0x234b;:0;CMP	%RDI,%R13;
0x234e;:0;LEA	(%R12,%R14,1),%RDX;
0x2352;:0;LEA	(%R9,%R14,1),%R10;
0x2356;:0;SETAE	%SIL;
0x235a;:0;CMP	%RAX,%RCX;
0x235d;:0;MOV	%RDX,(%RSP);
0x2361;:0;SETAE	%DL;
0x2364;:0;OR	%EDX,%ESI;
0x2366;:0;MOV	(%RSP),%RDX;
0x236a;:0;CMP	%RDX,%R13;
0x236d;:0;SETAE	%DL;
0x2370;:0;CMP	%RAX,%R12;
0x2373;:0;SETAEB	0x20(%RSP);
0x2378;:0;OR	0x20(%RSP),%EDX;
0x237c;:0;AND	%EDX,%ESI;
0x237e;:0;CMP	%R10,%R13;
0x2381;:0;SETAE	%DL;
0x2384;:0;CMP	%RAX,%R9;
0x2387;:0;SETAE	%AL;
0x238a;:0;OR	%EAX,%EDX;
0x238c;:0;AND	%EDX,%ESI;
0x238e;:0;MOV	(%RSP),%RDX;
0x2392;:0;CMP	%RDI,%R12;
0x2395;:0;SETAE	%AL;
0x2398;:0;CMP	%RDX,%RCX;
0x239b;:0;SETAE	%DL;
0x239e;:0;OR	%EDX,%EAX;
0x23a0;:0;AND	%EAX,%ESI;
0x23a2;:0;CMP	%RDI,%R9;
0x23a5;:0;SETAE	%AL;
0x23a8;:0;CMP	%R10,%RCX;
0x23ab;:0;SETAE	%DL;
0x23ae;:0;OR	%EDX,%EAX;
0x23b0;:0;TEST	%AL,%SIL;
0x23b3;:0;JE	2cb4 <main+0x1a44>;
0x23b9;:0;MOV	(%RSP),%RDX;
0x23bd;:0;CMP	%RDX,%R9;
0x23c0;:0;SETAE	%AL;
0x23c3;:0;CMP	%R10,%R12;
0x23c6;:0;SETAE	%DL;
0x23c9;:0;OR	%DL,%AL;
0x23cb;:0;JE	2cb4 <main+0x1a44>;
0x23d1;:0;MOV	%RCX,%RDI;
